,date,rainfall,temperature,humidity,pressure,wind_speed,river_discharge,ward,district,city
263,2025-02-27,0.0,18.5,84,1015.7,15.0,1.16,An Khanh,Hoai Duc,Ha Noi
264,2025-02-28,0.5,21.0,84,1012.8,18.5,0.53,An Khanh,Hoai Duc,Ha Noi
265,2025-03-01,0.4,23.3,83,1009.2,21.1,0.34,An Khanh,Hoai Duc,Ha Noi
266,2025-03-02,0.4,24.1,85,1007.0,19.0,0.25,An Khanh,Hoai Duc,Ha Noi
267,2025-03-03,0.4,24.1,88,1006.2,14.0,0.22,An Khanh,Hoai Duc,Ha Noi
268,2025-03-04,0.4,25.4,86,1005.1,14.7,0.22,An Khanh,Hoai Duc,Ha Noi
269,2025-03-05,5.5,23.2,89,1007.8,16.6,0.28,An Khanh,Hoai Duc,Ha Noi
270,2025-03-06,3.0,15.9,67,1018.4,20.4,0.75,An Khanh,Hoai Duc,Ha Noi
271,2025-03-07,0.0,15.6,61,1020.1,13.9,0.85,An Khanh,Hoai Duc,Ha Noi
272,2025-03-08,0.0,16.3,74,1018.6,7.8,0.81,An Khanh,Hoai Duc,Ha Noi
273,2025-03-09,0.1,18.2,81,1018.7,9.1,0.85,An Khanh,Hoai Duc,Ha Noi
274,2025-03-10,1.3,20.1,86,1017.4,11.3,0.72,An Khanh,Hoai Duc,Ha Noi
275,2025-03-11,0.0,21.6,87,1012.7,16.5,0.66,An Khanh,Hoai Duc,Ha Noi
276,2025-03-12,2.4,23.7,87,1009.5,16.9,0.59,An Khanh,Hoai Duc,Ha Noi
277,2025-03-13,2.0,23.9,91,1008.8,20.8,0.56,An Khanh,Hoai Duc,Ha Noi
278,2025-03-14,0.8,24.9,88,1009.0,16.1,0.53,An Khanh,Hoai Duc,Ha Noi
279,2025-03-15,1.2,24.3,82,1011.3,18.4,0.5,An Khanh,Hoai Duc,Ha Noi
280,2025-03-16,0.7,18.7,61,1018.7,16.0,0.87,An Khanh,Hoai Duc,Ha Noi
281,2025-03-17,0.0,17.8,61,1019.1,11.2,0.97,An Khanh,Hoai Duc,Ha Noi
282,2025-03-18,0.0,17.6,59,1022.4,16.0,1.25,An Khanh,Hoai Duc,Ha Noi
283,2025-03-19,0.0,18.1,58,1023.8,14.4,0.97,An Khanh,Hoai Duc,Ha Noi
284,2025-03-20,0.0,18.2,64,1022.6,10.6,0.75,An Khanh,Hoai Duc,Ha Noi
285,2025-03-21,0.0,19.0,63,1020.4,11.4,0.63,An Khanh,Hoai Duc,Ha Noi
286,2025-03-22,0.0,19.9,68,1017.8,11.4,0.53,An Khanh,Hoai Duc,Ha Noi
287,2025-03-23,0.0,21.3,77,1015.1,14.1,0.44,An Khanh,Hoai Duc,Ha Noi
288,2025-03-24,0.0,22.6,78,1011.7,17.3,0.37,An Khanh,Hoai Duc,Ha Noi
289,2025-03-25,0.0,23.6,79,1006.4,19.1,0.28,An Khanh,Hoai Duc,Ha Noi
290,2025-03-26,0.0,23.9,82,1003.3,21.3,0.22,An Khanh,Hoai Duc,Ha Noi
291,2025-03-27,0.0,25.7,84,1000.3,18.1,0.22,An Khanh,Hoai Duc,Ha Noi
292,2025-03-28,0.2,25.8,83,1004.8,14.6,0.22,An Khanh,Hoai Duc,Ha Noi
293,2025-03-29,14.3,17.8,78,1014.5,21.3,0.81,An Khanh,Hoai Duc,Ha Noi
294,2025-03-30,0.6,15.2,69,1019.8,17.3,1.19,An Khanh,Hoai Duc,Ha Noi
295,2025-03-31,0.0,15.7,62,1019.0,10.7,0.78,An Khanh,Hoai Duc,Ha Noi
296,2025-04-01,0.0,18.1,63,1017.7,7.4,0.85,An Khanh,Hoai Duc,Ha Noi
297,2025-04-02,0.0,19.0,72,1017.2,8.0,0.69,An Khanh,Hoai Duc,Ha Noi
298,2025-04-03,0.0,20.5,70,1015.8,16.2,0.59,An Khanh,Hoai Duc,Ha Noi
299,2025-04-04,0.3,21.1,81,1011.5,21.4,0.53,An Khanh,Hoai Duc,Ha Noi
300,2025-04-05,2.3,22.0,84,1012.4,10.1,0.47,An Khanh,Hoai Duc,Ha Noi
301,2025-04-06,1.0,23.1,83,1012.8,12.7,0.44,An Khanh,Hoai Duc,Ha Noi
302,2025-04-07,1.1,22.4,86,1014.0,12.2,0.41,An Khanh,Hoai Duc,Ha Noi
303,2025-04-08,0.4,23.6,87,1012.9,15.3,0.44,An Khanh,Hoai Duc,Ha Noi
304,2025-04-09,0.5,25.2,84,1008.8,17.9,1.0,An Khanh,Hoai Duc,Ha Noi
305,2025-04-10,0.1,25.0,85,1005.3,15.2,0.85,An Khanh,Hoai Duc,Ha Noi
306,2025-04-11,0.7,26.3,84,1003.0,15.4,0.75,An Khanh,Hoai Duc,Ha Noi
307,2025-04-12,9.0,25.7,78,1006.6,26.7,0.59,An Khanh,Hoai Duc,Ha Noi
308,2025-04-13,1.3,22.2,65,1015.6,15.2,1.09,An Khanh,Hoai Duc,Ha Noi
309,2025-04-14,4.4,21.3,73,1013.4,10.2,1.25,An Khanh,Hoai Duc,Ha Noi
310,2025-04-15,0.0,23.5,73,1010.7,12.2,1.4,An Khanh,Hoai Duc,Ha Noi
311,2025-04-16,0.0,23.6,71,1007.0,19.8,1.16,An Khanh,Hoai Duc,Ha Noi
312,2025-04-17,0.0,25.9,81,1003.9,17.5,0.72,An Khanh,Hoai Duc,Ha Noi
313,2025-04-18,0.1,27.5,82,1002.8,16.2,0.63,An Khanh,Hoai Duc,Ha Noi
314,2025-04-19,0.0,29.3,76,1003.0,16.8,0.53,An Khanh,Hoai Duc,Ha Noi
315,2025-04-20,0.1,29.0,78,1004.4,19.8,0.44,An Khanh,Hoai Duc,Ha Noi
316,2025-04-21,0.0,28.7,78,1005.7,20.7,0.37,An Khanh,Hoai Duc,Ha Noi
317,2025-04-22,0.0,29.2,80,1004.8,18.3,0.28,An Khanh,Hoai Duc,Ha Noi
318,2025-04-23,21.1,28.4,84,1003.5,21.3,0.22,An Khanh,Hoai Duc,Ha Noi
319,2025-04-24,10.7,28.3,81,1004.6,19.1,4.53,An Khanh,Hoai Duc,Ha Noi
320,2025-04-25,21.5,25.8,80,1009.0,14.4,6.03,An Khanh,Hoai Duc,Ha Noi
321,2025-04-26,0.0,26.2,84,1008.9,16.0,4.13,An Khanh,Hoai Duc,Ha Noi
322,2025-04-27,1.0,27.7,86,1008.0,16.1,5.07,An Khanh,Hoai Duc,Ha Noi
323,2025-04-28,24.2,25.3,89,1010.1,19.4,4.66,An Khanh,Hoai Duc,Ha Noi
324,2025-04-29,1.0,25.7,87,1010.3,14.1,4.66,An Khanh,Hoai Duc,Ha Noi
325,2025-04-30,17.4,26.4,88,1009.5,12.6,3.5,An Khanh,Hoai Duc,Ha Noi
326,2025-05-01,24.1,25.3,86,1012.0,10.1,9.52,An Khanh,Hoai Duc,Ha Noi
327,2025-05-02,0.0,26.6,78,1008.7,13.7,7.0,An Khanh,Hoai Duc,Ha Noi
328,2025-05-03,0.0,27.2,82,1005.6,15.6,2.34,An Khanh,Hoai Duc,Ha Noi
329,2025-05-04,0.1,28.9,82,1003.1,19.5,1.94,An Khanh,Hoai Duc,Ha Noi
330,2025-05-05,0.0,29.5,80,1002.5,16.4,1.44,An Khanh,Hoai Duc,Ha Noi
331,2025-05-06,0.4,29.3,82,1003.2,15.3,1.09,An Khanh,Hoai Duc,Ha Noi
332,2025-05-07,0.7,29.9,82,1001.7,17.7,0.91,An Khanh,Hoai Duc,Ha Noi
333,2025-05-08,0.0,30.6,79,1000.2,22.2,0.75,An Khanh,Hoai Duc,Ha Noi
334,2025-05-09,12.4,28.7,82,1003.6,16.1,0.81,An Khanh,Hoai Duc,Ha Noi
335,2025-05-10,28.1,26.8,86,1006.9,23.1,1.81,An Khanh,Hoai Duc,Ha Noi
336,2025-05-11,13.9,23.2,76,1011.0,18.7,16.38,An Khanh,Hoai Duc,Ha Noi
337,2025-05-12,0.0,23.7,72,1009.0,11.8,11.65,An Khanh,Hoai Duc,Ha Noi
338,2025-05-13,0.0,25.4,76,1008.0,18.0,6.78,An Khanh,Hoai Duc,Ha Noi
339,2025-05-14,2.6,26.7,84,1008.2,15.7,3.12,An Khanh,Hoai Duc,Ha Noi
340,2025-05-15,17.2,26.3,91,1008.2,14.3,2.69,An Khanh,Hoai Duc,Ha Noi
341,2025-05-16,19.6,27.0,92,1006.7,13.2,4.43,An Khanh,Hoai Duc,Ha Noi
342,2025-05-17,12.7,27.4,89,1006.5,15.8,6.46,An Khanh,Hoai Duc,Ha Noi
343,2025-05-18,15.6,27.3,90,1006.6,19.1,6.82,An Khanh,Hoai Duc,Ha Noi
344,2025-05-19,24.0,27.0,89,1005.4,16.2,21.75,An Khanh,Hoai Duc,Ha Noi
345,2025-05-20,0.6,29.1,85,1003.1,18.5,15.22,An Khanh,Hoai Duc,Ha Noi
346,2025-05-21,0.5,29.5,82,1003.3,15.3,6.5,An Khanh,Hoai Duc,Ha Noi
347,2025-05-22,1.9,28.9,84,1002.5,15.6,4.62,An Khanh,Hoai Duc,Ha Noi
348,2025-05-23,4.3,27.4,89,1003.9,15.4,3.59,An Khanh,Hoai Duc,Ha Noi
349,2025-05-24,19.5,24.4,84,1009.6,16.7,9.09,An Khanh,Hoai Duc,Ha Noi
350,2025-05-25,1.6,24.4,73,1012.7,15.0,8.62,An Khanh,Hoai Duc,Ha Noi
351,2025-05-26,0.0,24.3,72,1012.6,11.4,8.04,An Khanh,Hoai Duc,Ha Noi
352,2025-05-27,2.9,24.4,86,1009.9,7.4,5.28,An Khanh,Hoai Duc,Ha Noi
353,2025-05-28,5.0,27.1,86,1006.1,12.1,4.15,An Khanh,Hoai Duc,Ha Noi
354,2025-05-29,18.6,27.0,87,1005.7,13.0,4.5,An Khanh,Hoai Duc,Ha Noi
355,2025-05-30,25.9,26.4,84,1005.6,14.5,31.58,An Khanh,Hoai Duc,Ha Noi
356,2025-05-31,0.0,29.7,80,1001.9,18.9,21.54,An Khanh,Hoai Duc,Ha Noi
357,2025-06-01,0.0,32.0,70,997.5,17.0,4.28,An Khanh,Hoai Duc,Ha Noi
358,2025-06-02,0.0,32.6,64,997.7,14.6,3.5,An Khanh,Hoai Duc,Ha Noi
359,2025-06-03,11.9,28.8,82,1002.4,13.3,5.37,An Khanh,Hoai Duc,Ha Noi
360,2025-06-04,14.8,27.7,87,1005.0,10.9,9.59,An Khanh,Hoai Duc,Ha Noi
361,2025-06-05,2.1,28.4,84,1005.4,14.2,8.73,An Khanh,Hoai Duc,Ha Noi
362,2025-06-06,6.9,29.4,83,1003.9,18.3,5.03,An Khanh,Hoai Duc,Ha Noi
363,2025-06-07,1.5,29.7,85,1002.8,16.4,3.94,An Khanh,Hoai Duc,Ha Noi
364,2025-06-08,5.3,29.6,82,1002.2,14.3,4.71,An Khanh,Hoai Duc,Ha Noi
365,2025-06-09,16.2,28.3,86,1002.5,10.6,4.53,An Khanh,Hoai Duc,Ha Noi
366,2025-06-10,23.2,27.2,85,1003.5,18.6,9.0,An Khanh,Hoai Duc,Ha Noi
367,2025-06-11,0.1,28.7,74,1002.8,14.4,8.98,An Khanh,Hoai Duc,Ha Noi
368,2025-06-12,2.2,29.2,75,1001.6,20.9,7.71,An Khanh,Hoai Duc,Ha Noi
369,2025-06-13,11.1,28.8,80,1000.8,20.3,11.68,An Khanh,Hoai Duc,Ha Noi
370,2025-06-14,0.3,30.3,77,999.8,14.6,9.3,An Khanh,Hoai Duc,Ha Noi
371,2025-06-15,37.0,29.2,86,1000.8,10.1,4.87,An Khanh,Hoai Duc,Ha Noi
372,2025-06-16,5.7,28.1,86,1002.8,12.7,8.31,An Khanh,Hoai Duc,Ha Noi
373,2025-06-17,0.9,29.0,87,1002.4,12.0,8.25,An Khanh,Hoai Duc,Ha Noi
374,2025-06-18,1.2,30.3,77,1001.5,18.0,6.24,An Khanh,Hoai Duc,Ha Noi
375,2025-06-19,0.5,30.4,79,1001.1,17.1,5.19,An Khanh,Hoai Duc,Ha Noi
376,2025-06-20,5.6,29.9,81,1001.5,16.9,3.81,An Khanh,Hoai Duc,Ha Noi
377,2025-06-21,54.0,27.5,91,1003.1,10.5,11.85,An Khanh,Hoai Duc,Ha Noi
378,2025-06-22,41.7,27.1,89,1004.1,16.3,18.72,An Khanh,Hoai Duc,Ha Noi
379,2025-06-23,4.0,28.7,83,1002.8,18.6,15.03,An Khanh,Hoai Duc,Ha Noi
380,2025-06-24,6.7,28.8,84,1003.1,16.5,11.25,An Khanh,Hoai Duc,Ha Noi
381,2025-06-25,1.9,28.7,84,1004.9,16.2,6.98,An Khanh,Hoai Duc,Ha Noi
382,2025-06-26,7.8,28.7,83,1003.7,9.3,5.68,An Khanh,Hoai Duc,Ha Noi
383,2025-06-27,29.5,27.1,90,1002.5,12.2,5.03,An Khanh,Hoai Duc,Ha Noi
384,2025-06-28,15.4,27.1,90,1001.9,10.5,12.43,An Khanh,Hoai Duc,Ha Noi
385,2025-06-29,29.0,27.3,89,999.7,10.6,11.91,An Khanh,Hoai Duc,Ha Noi
386,2025-06-30,29.4,27.5,90,1000.0,13.3,11.5,An Khanh,Hoai Duc,Ha Noi
387,2025-07-01,39.4,27.1,87,1002.4,13.4,22.44,An Khanh,Hoai Duc,Ha Noi
388,2025-07-02,16.1,26.9,88,1004.9,15.7,22.07,An Khanh,Hoai Duc,Ha Noi
389,2025-07-03,16.9,26.4,89,1005.5,13.9,14.38,An Khanh,Hoai Duc,Ha Noi
390,2025-07-04,3.4,27.5,86,1004.0,12.4,13.16,An Khanh,Hoai Duc,Ha Noi
391,2025-07-05,0.4,28.9,80,1002.3,11.2,10.38,An Khanh,Hoai Duc,Ha Noi
392,2025-07-06,3.9,28.3,84,1002.0,16.8,6.08,An Khanh,Hoai Duc,Ha Noi
393,2025-07-07,0.6,28.8,85,1001.0,12.5,4.85,An Khanh,Hoai Duc,Ha Noi
394,2025-07-08,0.3,30.5,79,999.0,12.9,4.09,An Khanh,Hoai Duc,Ha Noi
395,2025-07-09,10.0,30.3,82,997.8,11.0,2.64,An Khanh,Hoai Duc,Ha Noi
396,2025-07-10,0.9,29.8,82,996.9,11.1,3.06,An Khanh,Hoai Duc,Ha Noi
397,2025-07-11,30.5,27.6,89,998.5,16.3,4.01,An Khanh,Hoai Duc,Ha Noi
398,2025-07-12,25.9,26.8,90,1002.7,13.8,7.93,An Khanh,Hoai Duc,Ha Noi
399,2025-07-13,24.2,28.1,87,1003.8,10.4,10.35,An Khanh,Hoai Duc,Ha Noi
400,2025-07-14,12.5,28.5,88,1002.4,9.5,8.27,An Khanh,Hoai Duc,Ha Noi
401,2025-07-15,0.2,29.3,83,1000.3,9.2,7.38,An Khanh,Hoai Duc,Ha Noi
402,2025-07-16,8.3,29.4,87,1000.6,9.6,5.46,An Khanh,Hoai Duc,Ha Noi
403,2025-07-17,0.1,30.2,80,1001.1,8.8,5.21,An Khanh,Hoai Duc,Ha Noi
404,2025-07-18,0.0,31.3,75,998.4,8.3,3.88,An Khanh,Hoai Duc,Ha Noi
405,2025-07-19,10.2,29.4,83,995.9,11.5,2.66,An Khanh,Hoai Duc,Ha Noi
406,2025-07-20,1.1,29.0,84,995.2,17.2,3.89,An Khanh,Hoai Duc,Ha Noi
407,2025-07-21,43.4,28.1,89,992.7,20.2,5.27,An Khanh,Hoai Duc,Ha Noi
408,2025-07-22,42.8,27.3,86,990.0,33.4,17.71,An Khanh,Hoai Duc,Ha Noi
409,2025-07-23,24.2,27.3,88,996.6,17.8,22.23,An Khanh,Hoai Duc,Ha Noi
410,2025-07-24,28.0,27.0,91,999.9,15.1,19.51,An Khanh,Hoai Duc,Ha Noi
411,2025-07-25,21.5,27.6,91,1000.2,9.2,16.46,An Khanh,Hoai Duc,Ha Noi
412,2025-07-26,5.9,28.4,86,999.9,17.4,12.58,An Khanh,Hoai Duc,Ha Noi
413,2025-07-27,0.4,28.5,86,999.3,15.7,10.59,An Khanh,Hoai Duc,Ha Noi
414,2025-07-28,0.0,29.6,80,997.7,11.2,6.8,An Khanh,Hoai Duc,Ha Noi
415,2025-07-29,0.0,31.0,78,995.8,9.3,4.97,An Khanh,Hoai Duc,Ha Noi
416,2025-07-30,0.0,31.7,76,995.6,8.3,3.84,An Khanh,Hoai Duc,Ha Noi
417,2025-07-31,11.1,30.0,83,996.0,16.9,2.91,An Khanh,Hoai Duc,Ha Noi
418,2025-08-01,3.5,28.7,85,997.5,11.1,2.92,An Khanh,Hoai Duc,Ha Noi
419,2025-08-02,0.0,29.8,83,999.0,14.0,2.77,An Khanh,Hoai Duc,Ha Noi
420,2025-08-03,0.3,31.6,76,998.2,15.9,2.22,An Khanh,Hoai Duc,Ha Noi
421,2025-08-04,0.0,32.3,71,998.0,13.0,2.0,An Khanh,Hoai Duc,Ha Noi
422,2025-08-05,2.4,30.1,84,999.8,13.1,1.48,An Khanh,Hoai Duc,Ha Noi
423,2025-08-06,9.4,27.9,92,1001.7,9.6,1.22,An Khanh,Hoai Duc,Ha Noi
424,2025-08-07,2.3,28.9,86,1003.9,10.2,1.55,An Khanh,Hoai Duc,Ha Noi
425,2025-08-08,0.5,30.5,76,1004.2,14.6,1.92,An Khanh,Hoai Duc,Ha Noi
426,2025-08-09,0.1,31.3,75,1002.9,13.0,0.97,An Khanh,Hoai Duc,Ha Noi
427,2025-08-10,3.9,30.7,80,1002.7,13.3,0.89,An Khanh,Hoai Duc,Ha Noi
428,2025-08-11,1.4,30.3,81,1002.8,11.6,0.91,An Khanh,Hoai Duc,Ha Noi
429,2025-08-12,2.9,29.7,82,1003.5,12.3,0.92,An Khanh,Hoai Duc,Ha Noi
430,2025-08-13,2.1,29.1,83,1004.7,8.7,0.86,An Khanh,Hoai Duc,Ha Noi
431,2025-08-14,4.0,29.4,86,1002.7,9.9,1.06,An Khanh,Hoai Duc,Ha Noi
432,2025-08-15,10.0,26.7,89,1003.5,12.7,4.57,An Khanh,Hoai Duc,Ha Noi
433,2025-08-16,28.5,25.8,90,1006.3,10.1,9.96,An Khanh,Hoai Duc,Ha Noi
434,2025-08-17,9.0,26.5,88,1006.6,14.6,11.94,An Khanh,Hoai Duc,Ha Noi
435,2025-08-18,36.1,26.1,90,1004.9,22.0,13.42,An Khanh,Hoai Duc,Ha Noi
436,2025-08-19,11.5,26.4,91,1004.4,13.3,14.14,An Khanh,Hoai Duc,Ha Noi
437,2025-08-20,0.5,28.9,83,1004.7,18.2,10.3,An Khanh,Hoai Duc,Ha Noi
438,2025-08-21,4.4,28.1,87,1006.3,18.6,5.98,An Khanh,Hoai Duc,Ha Noi
439,2025-08-22,6.6,28.3,85,1006.2,19.2,5.17,An Khanh,Hoai Duc,Ha Noi
440,2025-08-23,2.7,27.8,85,1006.4,11.1,4.42,An Khanh,Hoai Duc,Ha Noi
441,2025-08-24,6.4,27.6,85,1005.6,16.2,4.41,An Khanh,Hoai Duc,Ha Noi
442,2025-08-25,34.9,25.3,92,1003.9,23.8,4.42,An Khanh,Hoai Duc,Ha Noi
443,2025-08-26,82.7,24.7,95,1005.7,21.2,20.09,An Khanh,Hoai Duc,Ha Noi
444,2025-08-27,33.8,25.0,94,1006.7,9.8,34.08,An Khanh,Hoai Duc,Ha Noi
445,2025-08-28,4.9,26.5,89,1006.2,10.1,26.48,An Khanh,Hoai Duc,Ha Noi
446,2025-08-29,8.9,26.9,87,1007.2,15.7,15.0,An Khanh,Hoai Duc,Ha Noi
447,2025-08-30,33.7,26.3,90,1006.6,19.2,13.19,An Khanh,Hoai Duc,Ha Noi
448,2025-08-31,26.2,26.0,91,1006.9,11.3,24.59,An Khanh,Hoai Duc,Ha Noi
449,2025-09-01,13.6,26.7,89,1005.8,8.3,24.7,An Khanh,Hoai Duc,Ha Noi
450,2025-09-02,1.2,27.8,86,1005.4,15.9,13.26,An Khanh,Hoai Duc,Ha Noi
451,2025-09-03,0.3,28.7,82,1005.5,14.0,8.04,An Khanh,Hoai Duc,Ha Noi
452,2025-09-04,0.0,29.1,79,1005.1,12.7,5.73,An Khanh,Hoai Duc,Ha Noi
453,2025-09-05,0.0,29.5,78,1005.3,11.2,4.15,An Khanh,Hoai Duc,Ha Noi
454,2025-09-06,0.4,29.3,82,1006.2,12.1,3.07,An Khanh,Hoai Duc,Ha Noi
455,2025-09-07,0.2,29.6,77,1004.6,5.9,2.31,An Khanh,Hoai Duc,Ha Noi
456,2025-09-08,0.0,30.1,74,1003.3,14.1,1.81,An Khanh,Hoai Duc,Ha Noi
457,2025-09-09,3.0,28.6,85,1004.7,11.2,1.38,An Khanh,Hoai Duc,Ha Noi
458,2025-09-10,4.8,28.2,86,1006.1,7.9,1.18,An Khanh,Hoai Duc,Ha Noi
459,2025-09-11,10.7,27.3,88,1007.0,12.6,3.76,An Khanh,Hoai Duc,Ha Noi
460,2025-09-12,8.0,27.1,89,1008.0,15.9,5.73,An Khanh,Hoai Duc,Ha Noi
461,2025-09-13,0.4,28.5,83,1008.5,12.6,5.35,An Khanh,Hoai Duc,Ha Noi
462,2025-09-14,0.8,28.2,83,1008.5,10.7,4.08,An Khanh,Hoai Duc,Ha Noi
463,2025-09-15,3.4,27.2,86,1009.0,13.8,3.05,An Khanh,Hoai Duc,Ha Noi
464,2025-09-16,10.7,27.8,83,1008.9,8.1,3.56,An Khanh,Hoai Duc,Ha Noi
465,2025-09-17,6.9,27.3,86,1007.7,17.3,3.65,An Khanh,Hoai Duc,Ha Noi
466,2025-09-18,21.3,26.6,88,1007.7,12.2,5.93,An Khanh,Hoai Duc,Ha Noi
467,2025-09-19,4.2,27.7,85,1007.3,11.3,6.53,An Khanh,Hoai Duc,Ha Noi
468,2025-09-20,0.0,29.4,76,1005.3,11.7,4.21,An Khanh,Hoai Duc,Ha Noi
469,2025-09-21,5.1,29.0,81,1004.6,11.4,2.98,An Khanh,Hoai Duc,Ha Noi
470,2025-09-22,18.6,27.0,87,1006.3,10.0,4.2,An Khanh,Hoai Duc,Ha Noi
471,2025-09-23,1.6,27.9,81,1004.5,10.7,5.58,An Khanh,Hoai Duc,Ha Noi
472,2025-09-24,0.6,28.9,73,1001.6,20.6,3.3,An Khanh,Hoai Duc,Ha Noi
473,2025-09-25,17.5,26.4,80,1002.1,19.6,1.68,An Khanh,Hoai Duc,Ha Noi
474,2025-09-26,13.0,25.5,89,1009.0,11.5,3.34,An Khanh,Hoai Duc,Ha Noi
475,2025-09-27,43.7,26.4,89,1010.9,13.8,6.91,An Khanh,Hoai Duc,Ha Noi
476,2025-09-28,43.5,26.0,89,1007.6,20.4,11.25,An Khanh,Hoai Duc,Ha Noi
477,2025-09-29,81.9,24.7,94,1004.7,36.3,32.57,An Khanh,Hoai Duc,Ha Noi
478,2025-09-30,46.2,25.2,94,1008.8,19.3,46.97,An Khanh,Hoai Duc,Ha Noi
479,2025-10-01,3.4,26.2,90,1010.2,12.6,31.58,An Khanh,Hoai Duc,Ha Noi
480,2025-10-02,0.1,27.9,81,1010.0,12.4,27.05,An Khanh,Hoai Duc,Ha Noi
481,2025-10-03,0.0,28.0,79,1009.6,13.0,18.59,An Khanh,Hoai Duc,Ha Noi
482,2025-10-04,0.2,27.8,86,1009.3,8.8,13.32,An Khanh,Hoai Duc,Ha Noi
483,2025-10-05,0.0,28.4,85,1005.4,11.1,9.54,An Khanh,Hoai Duc,Ha Noi
484,2025-10-06,39.1,25.7,90,1003.6,17.8,9.3,An Khanh,Hoai Duc,Ha Noi
485,2025-10-07,96.8,24.2,96,1010.2,15.6,48.43,An Khanh,Hoai Duc,Ha Noi
486,2025-10-08,12.8,26.2,86,1011.8,8.2,40.59,An Khanh,Hoai Duc,Ha Noi
487,2025-10-09,0.2,26.7,83,1011.0,7.8,17.54,An Khanh,Hoai Duc,Ha Noi
488,2025-10-10,0.5,27.3,81,1010.3,7.4,10.56,An Khanh,Hoai Duc,Ha Noi
489,2025-10-11,6.0,26.1,89,1009.8,11.9,7.41,An Khanh,Hoai Duc,Ha Noi
490,2025-10-12,0.8,27.8,83,1009.0,7.5,5.4,An Khanh,Hoai Duc,Ha Noi
491,2025-10-13,10.4,26.6,88,1009.7,12.1,4.01,An Khanh,Hoai Duc,Ha Noi
492,2025-10-14,31.9,24.7,93,1010.2,14.1,9.74,An Khanh,Hoai Duc,Ha Noi
493,2025-10-15,20.5,25.5,90,1010.9,8.4,12.4,An Khanh,Hoai Duc,Ha Noi
494,2025-10-16,2.3,26.1,87,1012.4,11.2,9.21,An Khanh,Hoai Duc,Ha Noi
495,2025-10-17,0.9,27.0,81,1012.5,9.3,6.28,An Khanh,Hoai Duc,Ha Noi
496,2025-10-18,0.2,27.1,81,1011.7,7.2,3.88,An Khanh,Hoai Duc,Ha Noi
497,2025-10-19,23.0,26.1,86,1011.7,19.0,2.71,An Khanh,Hoai Duc,Ha Noi
498,2025-10-20,0.3,25.8,74,1012.6,18.8,2.61,An Khanh,Hoai Duc,Ha Noi
499,2025-10-21,0.0,24.6,60,1014.9,22.7,2.25,An Khanh,Hoai Duc,Ha Noi
500,2025-10-22,0.0,22.9,56,1016.8,21.3,1.59,An Khanh,Hoai Duc,Ha Noi
501,2025-10-23,1.7,20.1,65,1018.6,17.6,1.21,An Khanh,Hoai Duc,Ha Noi
502,2025-10-24,0.8,20.4,79,1018.0,13.9,0.93,An Khanh,Hoai Duc,Ha Noi
503,2025-10-25,0.0,22.2,79,1016.1,10.1,0.76,An Khanh,Hoai Duc,Ha Noi
504,2025-10-26,0.0,24.0,72,1015.7,12.6,0.76,An Khanh,Hoai Duc,Ha Noi
505,2025-10-27,0.0,23.7,67,1016.2,15.9,0.61,An Khanh,Hoai Duc,Ha Noi
506,2025-10-28,0.0,24.1,67,1015.9,15.3,0.52,An Khanh,Hoai Duc,Ha Noi
507,2025-10-29,0.0,23.9,68,1014.7,10.6,0.49,An Khanh,Hoai Duc,Ha Noi
508,2025-10-30,0.6,24.3,81,1014.6,9.2,0.46,An Khanh,Hoai Duc,Ha Noi
509,2025-10-31,6.2,23.4,87,1015.4,14.3,0.53,An Khanh,Hoai Duc,Ha Noi
510,2025-11-01,7.1,21.1,85,1016.5,14.9,2.18,An Khanh,Hoai Duc,Ha Noi
511,2025-11-02,2.5,20.5,81,1017.0,13.5,3.56,An Khanh,Hoai Duc,Ha Noi
512,2025-11-03,2.9,19.7,79,1017.2,15.0,2.93,An Khanh,Hoai Duc,Ha Noi
513,2025-11-04,2.4,19.7,83,1016.5,15.7,2.75,An Khanh,Hoai Duc,Ha Noi
514,2025-11-05,0.2,21.0,78,1013.3,8.1,2.42,An Khanh,Hoai Duc,Ha Noi
515,2025-11-06,0.0,22.0,86,1011.7,9.0,1.54,An Khanh,Hoai Duc,Ha Noi
516,2025-11-07,3.6,23.1,91,1010.8,12.9,1.14,An Khanh,Hoai Duc,Ha Noi
517,2025-11-08,15.2,24.6,92,1011.6,14.1,3.33,An Khanh,Hoai Duc,Ha Noi
518,2025-11-09,50.9,24.6,93,1011.1,9.2,4.98,An Khanh,Hoai Duc,Ha Noi
519,2025-11-10,2.3,24.6,84,1009.9,9.7,8.25,An Khanh,Hoai Duc,Ha Noi
520,2025-11-11,0.2,22.8,76,1011.2,10.7,7.24,An Khanh,Hoai Duc,Ha Noi
521,2025-11-12,0.1,22.5,68,1014.4,14.5,4.11,An Khanh,Hoai Duc,Ha Noi
522,2025-11-13,0.0,22.5,64,1016.8,15.3,2.83,An Khanh,Hoai Duc,Ha Noi
523,2025-11-14,0.0,21.1,67,1016.8,10.6,2.04,An Khanh,Hoai Duc,Ha Noi
524,2025-11-15,0.0,21.0,74,1018.3,11.4,1.5,An Khanh,Hoai Duc,Ha Noi
525,2025-11-16,0.0,22.1,79,1018.8,10.3,1.12,An Khanh,Hoai Duc,Ha Noi
